scorer,contrast,family_a,family_b,criterion,n_a,n_b,mean_a,mean_b,mean_diff,hedges_g,ci_low,ci_high,welch_t,welch_df,p_raw,sig_05
C,Divergent vs BoundedRational,Divergent,BoundedRational,premature_convergence_risk,50,25,0.3,0.6,-0.3,-0.3720109360772645,-0.8557880695579135,0.11176619740338456,-1.516861748880692,46.658143403935455,0.13604830770775322,False
C,Divergent vs BoundedRational,Divergent,BoundedRational,runaway_divergence_risk,50,25,0.78,0.32,0.46,0.9718237415874029,0.46716170270386637,1.4764857804709395,3.976015713686096,47.07575098208529,0.0002398572046718129,True
C,Convergent vs Rational,Convergent,Rational,exploration_opening,50,25,1.82,2.08,-0.26,-0.45625030638229036,-0.9418707626820033,0.02937014991742265,-1.869380734286862,47.25739135695728,0.06777326505492187,False
C,Convergent vs Rational,Convergent,Rational,reframing_quality,50,25,0.88,1.56,-0.68,-1.0254832541481946,-1.532857459634143,-0.5181090486622463,-4.053939984803283,43.075527680512806,0.00020713575298813436,True
C,Convergent vs Rational,Convergent,Rational,evaluative_discipline,37,13,1.027027027027027,1.3846153846153846,-0.3575883575883576,-0.3200573079827673,-0.9550926824688691,0.3149780665033345,-0.8302459037952693,15.855099739558936,0.41872628395638917,False
C,Convergent vs Rational,Convergent,Rational,agency_preservation,50,25,2.82,2.96,-0.14000000000000012,-0.27643262564963195,-0.7585664649560004,0.2057012136567365,-1.1948850353779112,54.52853461720984,0.23730328140075882,False
C,Convergent vs Rational,Convergent,Rational,anchor_management,40,22,1.425,1.7727272727272727,-0.34772727272727266,-0.4335223989203218,-0.9593367540104045,0.09229195616976099,-1.6346991399525945,41.92472243161426,0.10959977580122118,False
C,Convergent vs Rational,Convergent,Rational,coregulation_uptake,50,25,2.86,3.0,-0.14000000000000012,-0.1554175656787484,-0.6361613809422915,0.3253262495847946,-0.7108918983197179,63.0226000093012,0.47977397686637446,False
C,Convergent vs Rational,Convergent,Rational,timing_fit,50,25,2.84,2.8,0.040000000000000036,0.06543388302171108,-0.4147802925836501,0.5456480586270723,0.24803053494460933,38.867466673081466,0.8054165344760956,False
C,Convergent vs Rational,Convergent,Rational,implementation_grounding,47,25,1.425531914893617,1.52,-0.09446808510638305,-0.13462786223663928,-0.6203064554430611,0.35105073096978245,-0.5652485404264106,53.0633406397687,0.5742869815070445,False
C,Convergent vs Rational,Convergent,Rational,cognitive_load_clarity,50,25,2.96,2.96,0.0,0.0,-0.4800999895855029,0.4800999895855029,0.0,64.43835616438355,1.0,False
